Index,DataYear,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUseWN(kBtu),Outlier,Latitude,Longitude,TotalGHGEmissions,GHGEmissionsIntensity,Log2-SiteEnergyUseWN(kBtu)
632,2016,SPS-District K-12,Other,2,GREATER DUWAMISH,2002,1.0,3.0,338063,0,338063,Other,180633.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",50000.0,Restaurant,50000.0,,20862660.0,Normal,47.5805,-122.33032,259.49,0.77,24.314419847316742
633,2016,NonResidential,Warehouse,1,SOUTHWEST,1965,1.0,1.0,152365,0,152365,Non-Refrigerated Warehouse,149293.0,Office,7858.0,No Use,0.0,88.0,1088167.75,Normal,47.57311,-122.3601,13.07,0.09,20.05347087215328
634,2016,NonResidential,Medical Office,3,CENTRAL,1910,1.0,6.0,320946,0,320946,Medical Office,236359.0,Laboratory,86298.0,No Use,0.0,57.0,25585012.0,Normal,47.60705,-122.30966,189.85,0.59,24.6087956306074
635,2016,NonResidential,Retail Store,2,GREATER DUWAMISH,1958,1.0,1.0,74178,0,74178,Retail Store,74178.0,No Use,0.0,No Use,0.0,,5617868.0,Normal,47.54862,-122.32272,134.82,1.82,22.421591552767865
636,2016,NonResidential,Warehouse,5,NORTH,1987,1.0,4.0,80360,0,80360,Non-Refrigerated Warehouse,80360.0,No Use,0.0,No Use,0.0,96.0,755287.5,Normal,47.70799,-122.30185,16.27,0.2,19.526668295056243
637,2016,SPS-District K-12,K-12 School,1,SOUTHWEST,1950,1.0,1.0,61183,0,61183,K-12 School,62975.0,No Use,0.0,No Use,0.0,92.0,2789344.0,Normal,47.5795,-122.38723,95.54,1.56,21.411494954392083
638,2016,NonResidential,Supermarket / Grocery Store,3,EAST,1996,1.0,3.0,119190,0,119190,Supermarket/Grocery Store,46280.0,No Use,0.0,No Use,0.0,71.0,10434333.0,Normal,47.61318,-122.32122,267.0,2.24,23.31483518367809
639,2016,NonResidential,Other,2,GREATER DUWAMISH,2008,1.0,2.0,51856,0,51856,Automobile Dealership,48103.0,Office,3753.0,No Use,0.0,,1935438.625,Normal,47.59394,-122.32452,13.51,0.26,20.88422987355908
644,2016,NonResidential,Low-Rise Multifamily,4,LAKE UNION,2000,1.0,3.0,93079,36093,56986,Multifamily Housing,91064.0,No Use,0.0,No Use,0.0,32.0,2090011.625,Normal,47.64859,-122.33311,25.6,0.28,20.995080226448454
651,2016,NonResidential,Worship Facility,4,NORTHEAST,1957,1.0,2.0,22220,0,22220,Worship Facility,22220.0,No Use,0.0,No Use,0.0,90.0,891251.5,Normal,47.67738,-122.28996,31.74,1.43,19.76547469281807
652,2016,SPS-District K-12,K-12 School,5,NORTHEAST,1955,1.0,1.0,46732,0,46732,K-12 School,50956.0,No Use,0.0,No Use,0.0,87.0,2637723.5,Normal,47.69054,-122.29705,89.08,1.91,21.330862457931925
656,2016,NonResidential,Mixed Use Property,2,GREATER DUWAMISH,1962,1.0,1.0,44700,0,44700,Office,23751.0,Other,14024.0,Non-Refrigerated Warehouse,10095.0,,2173092.25,Normal,47.54437,-122.30863,30.52,0.68,21.051318652921175
657,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,1976,1.0,1.0,44100,0,44100,Non-Refrigerated Warehouse,40000.0,No Use,0.0,No Use,0.0,1.0,1692054.125,Normal,47.54137,-122.33051,11.29,0.26,20.69034513971386
658,2016,NonResidential,Distribution Center,2,GREATER DUWAMISH,1965,1.0,1.0,27800,0,27800,Distribution Center,27800.0,No Use,0.0,No Use,0.0,13.0,1337789.75,Normal,47.54113,-122.32633,24.39,0.88,20.351421044387553
660,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,2001,1.0,1.0,46340,0,46340,Non-Refrigerated Warehouse,46340.0,No Use,0.0,No Use,0.0,3.0,2564004.0,Normal,47.55436,-122.33631,17.87,0.39,21.289967644645948
661,2016,Campus,Other,2,GREATER DUWAMISH,1994,3.0,1.0,22800,0,22800,Manufacturing/Industrial Plant,22800.0,No Use,0.0,No Use,0.0,,2660376.75,Normal,47.54134,-122.30529,101.5,4.45,21.343199679471258
663,2016,NonResidential,Small- and Mid-Sized Office,3,CENTRAL,1910,1.0,3.0,38460,0,38460,Office,38460.0,No Use,0.0,No Use,0.0,69.0,2064345.875,Normal,47.60191,-122.31438,36.02,0.94,20.977253978455295
669,2016,NonResidential,Worship Facility,6,NORTHWEST,1922,1.0,2.0,21022,0,21022,Worship Facility,21022.0,No Use,0.0,No Use,0.0,54.0,1078904.0,Normal,47.68576,-122.35481,43.84,2.09,20.04113640721521
681,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,1979,1.0,1.0,26380,0,26380,Non-Refrigerated Warehouse,23620.0,Office,2760.0,No Use,0.0,,526955.3125,Normal,47.51399,-122.27946,3.58,0.14,19.007323834112974
687,2016,NonResidential,Other,4,NORTHEAST,1928,1.0,3.0,39971,0,39971,Other,36185.0,Retail Store,3142.0,Office,644.0,,11316338.0,Normal,47.68541,-122.27097,416.07,10.41,23.43190396506623
689,2016,NonResidential,Worship Facility,6,BALLARD,1914,1.0,2.0,33589,0,33589,Worship Facility,33589.0,No Use,0.0,No Use,0.0,90.0,606874.5,Normal,47.68164,-122.3753,21.93,0.65,19.211041053594343
692,2016,NonResidential,Small- and Mid-Sized Office,6,BALLARD,1979,1.0,3.0,43500,0,43500,Office,43495.0,No Use,0.0,No Use,0.0,46.0,3220635.25,Normal,47.66587,-122.38476,22.65,0.52,21.618914296187317
697,2016,NonResidential,Laboratory,7,DOWNTOWN,1946,1.0,2.0,44588,22000,22588,Laboratory,69000.0,No Use,0.0,No Use,0.0,,7251589.0,Normal,47.61597,-122.33086,50.55,1.13,22.789865927709045
713,2016,SPS-District K-12,K-12 School,3,CENTRAL,1925,1.0,2.0,37327,0,37327,K-12 School,48887.0,No Use,0.0,No Use,0.0,92.0,2179860.5,Normal,47.60842,-122.30093,71.06,1.9,21.05580504395449
715,2016,NonResidential,Retail Store,3,DOWNTOWN,1917,1.0,2.0,147545,0,147545,Retail Store,147545.0,No Use,0.0,No Use,0.0,69.0,7339108.0,Normal,47.59692,-122.31543,169.75,1.15,22.80717349352245
716,2016,Nonresidential COS,Other,4,NORTH,1923,1.0,2.0,21462,0,21462,Other,25778.0,Office,200.0,No Use,0.0,,1207838.75,Normal,47.68339,-122.31947,7.77,0.36,20.203997627284927
725,2016,SPS-District K-12,K-12 School,6,NORTHWEST,1930,1.0,2.0,47602,0,47602,K-12 School,46066.0,No Use,0.0,No Use,0.0,78.0,2589620.0,Normal,47.68636,-122.3423,83.59,1.76,21.304309539270665
726,2016,NonResidential,Other,6,NORTHWEST,1917,1.0,2.0,28072,0,28072,Social/Meeting Hall,23835.0,No Use,0.0,No Use,0.0,,1587238.0,Normal,47.67713,-122.35398,63.48,2.26,20.598087949011994
730,2016,NonResidential,Restaurant,7,DOWNTOWN,1955,1.0,2.0,31020,0,31020,Restaurant,31020.0,No Use,0.0,No Use,0.0,,5231756.5,Normal,47.61468,-122.34925,207.6,6.69,22.318864240577714
731,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1917,1.0,2.0,21600,0,21600,Office,14400.0,Other - Lodging/Residential,7200.0,No Use,0.0,,1636649.125,Normal,47.61402,-122.35016,29.62,1.37,20.642314511859237
732,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1974,1.0,5.0,61825,13320,48505,Office,37993.0,Bank Branch,3547.0,No Use,0.0,59.0,4673727.5,Normal,47.6158,-122.35126,141.2,2.28,22.156142498763653
735,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1942,1.0,3.0,64630,0,64630,Office,64630.0,No Use,0.0,No Use,0.0,96.0,1408291.375,Normal,47.61683,-122.35176,9.82,0.15,20.42551545171832
736,2016,NonResidential,Worship Facility,7,DOWNTOWN,1948,1.0,2.0,20920,0,20920,Worship Facility,20920.0,No Use,0.0,No Use,0.0,15.0,1208581.375,Normal,47.61636,-122.35094,42.19,2.02,20.204884377515683
745,2016,NonResidential,Retail Store,5,NORTHWEST,1968,1.0,1.0,48139,0,48139,Retail Store,40000.0,No Use,0.0,No Use,0.0,98.0,959683.125,Normal,47.72736,-122.34579,24.02,0.5,19.87220010289008
750,2016,NonResidential,Worship Facility,1,SOUTHWEST,1949,1.0,2.0,21364,0,21364,Worship Facility,15364.0,K-12 School,6000.0,No Use,0.0,86.0,1110209.25,Normal,47.56633,-122.38725,43.8,2.05,20.082401487258796
768,2016,NonResidential,University,7,DOWNTOWN,1992,1.0,2.0,28923,0,28923,College/University,28800.0,No Use,0.0,No Use,0.0,,508430.5938,Normal,47.61741,-122.33491,15.27,0.53,18.955694156239915
770,2016,NonResidential,University,7,DOWNTOWN,1928,1.0,3.0,21600,0,21600,College/University,21600.0,No Use,0.0,No Use,0.0,,359207.1875,Normal,47.61789,-122.33573,6.33,0.29,18.45446070851094
773,2016,NonResidential,Retail Store,4,NORTHEAST,1996,1.0,1.0,25735,0,25735,Retail Store,25691.0,No Use,0.0,No Use,0.0,82.0,1245673.0,Normal,47.6646,-122.29932,18.1,0.7,20.248495125550864
775,2016,NonResidential,Retail Store,4,NORTHEAST,1956,1.0,2.0,25862,0,25862,Retail Store,25562.0,Other,300.0,No Use,0.0,20.0,4765879.0,Normal,47.66246,-122.29898,154.17,5.96,22.184311195719243
776,2016,NonResidential,Retail Store,4,NORTHEAST,2003,1.0,2.0,49965,0,49965,Retail Store,47465.0,Other,2500.0,No Use,0.0,82.0,3424428.0,Normal,47.66246,-122.29898,29.54,0.59,21.707432017968358
780,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1929,1.0,2.0,20028,0,20028,Office,20028.0,No Use,0.0,No Use,0.0,95.0,550668.125,Normal,47.6026,-122.33232,14.22,0.71,19.07082619594886
782,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1900,1.0,7.0,23622,0,23622,Office,26195.0,Restaurant,2285.0,No Use,0.0,100.0,575362.5,Normal,47.60247,-122.33372,9.95,0.42,19.134114176502486
783,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1902,1.0,3.0,23563,0,23563,Office,20183.0,Restaurant,3380.0,No Use,0.0,67.0,883197.6875,Normal,47.60237,-122.33365,6.16,0.26,19.75237850260062
784,2016,NonResidential,Mixed Use Property,7,DOWNTOWN,1903,1.0,3.0,28600,0,28600,Office,12000.0,Retail Store,11000.0,Restaurant,3000.0,,1167559.75,Normal,47.60284,-122.33407,24.25,0.85,20.155066186876734
786,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1906,1.0,5.0,26840,0,26840,Office,29040.0,No Use,0.0,No Use,0.0,24.0,1997288.75,Normal,47.60427,-122.33385,13.87,0.52,20.929612211352506
787,2016,NonResidential,Retail Store,7,DOWNTOWN,1906,1.0,2.0,46800,0,46800,Retail Store,36019.0,Office,10781.0,No Use,0.0,86.0,1245187.5,Normal,47.60427,-122.33385,8.68,0.19,20.247932727224
788,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1979,1.0,3.0,63990,26640,37350,Office,39000.0,Parking,26640.0,No Use,0.0,51.0,2067352.5,Normal,47.60431,-122.33335,14.63,0.23,20.9793536678564
792,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1954,1.0,3.0,33552,4968,28584,Office,26556.0,Parking,4968.0,No Use,0.0,75.0,1817034.125,Normal,47.6172,-122.34979,60.43,1.8,20.793154877819436
793,2016,NonResidential,Retail Store,7,DOWNTOWN,1931,1.0,2.0,26270,0,26270,Retail Store,26270.0,No Use,0.0,No Use,0.0,32.0,1667641.25,Normal,47.61652,-122.34854,33.78,1.29,20.669378397970338
794,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1926,1.0,3.0,57620,7820,49800,Office,49800.0,Parking,7820.0,No Use,0.0,50.0,2385395.0,Normal,47.61595,-122.34756,16.63,0.29,21.18579735748878
796,2016,NonResidential,Mixed Use Property,7,DOWNTOWN,1954,1.0,2.0,28696,6080,22616,Other,12960.0,Bank Branch,7760.0,Parking,6080.0,,450780.1875,Normal,47.61543,-122.34651,2.92,0.1,18.78206778305524
797,2016,NonResidential,Hotel,7,DOWNTOWN,1990,1.0,5.0,57800,0,57800,Hotel,57800.0,No Use,0.0,No Use,0.0,87.0,2466522.25,Normal,47.61471,-122.34525,66.29,1.15,21.23404745588691
805,2016,NonResidential,Other,7,DOWNTOWN,1955,1.0,2.0,31890,0,31890,Financial Office,31160.0,No Use,0.0,No Use,0.0,2.0,1788951.625,Normal,47.61319,-122.33695,12.95,0.41,20.770683751804803
806,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1925,1.0,2.0,44098,13660,30438,Office,25920.0,Parking,13155.0,No Use,0.0,53.0,1523175.125,Normal,47.61267,-122.33852,41.69,0.95,20.53865133975937
807,2016,NonResidential,Restaurant,7,DOWNTOWN,1923,1.0,3.0,22381,0,22381,Restaurant,22381.0,No Use,0.0,No Use,0.0,,3625967.75,Normal,47.61332,-122.33904,126.78,5.66,21.78993506075641
810,2016,NonResidential,Retail Store,7,DOWNTOWN,1925,1.0,1.0,24825,1263,23562,Retail Store,13940.0,Non-Refrigerated Warehouse,10439.0,No Use,0.0,,485607.1875,Normal,47.61812,-122.35509,11.14,0.45,18.889433220507485
815,2016,NonResidential,Medical Office,7,DOWNTOWN,1952,1.0,4.0,26670,0,26670,Medical Office,26670.0,No Use,0.0,No Use,0.0,51.0,1640803.5,Normal,47.6146,-122.34217,10.83,0.41,20.6459719229335
819,2016,Nonresidential COS,Other,7,DOWNTOWN,1922,1.0,2.0,37740,0,37740,Fire Station,38939.0,No Use,0.0,No Use,0.0,,3356598.0,Normal,47.61607,-122.34449,86.02,2.28,21.678568763414493
828,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1965,1.0,1.0,23752,0,23752,Office,14317.0,Retail Store,9435.0,Parking,0.0,,1199844.875,Normal,47.61768,-122.34139,30.33,1.28,20.194417667113147
829,2016,NonResidential,Hotel,7,DOWNTOWN,1967,1.0,4.0,44416,0,44416,Hotel,52668.0,No Use,0.0,No Use,0.0,61.0,2736926.5,Normal,47.61822,-122.34132,72.78,1.64,21.38412578817911
830,2016,NonResidential,Mixed Use Property,7,DOWNTOWN,2006,1.0,2.0,33792,22867,10925,Social/Meeting Hall,8969.0,Parking,8540.0,Other - Entertainment/Public Assembly,1600.0,,2622096.5,Normal,47.61634,-122.35385,30.6,0.91,21.322289901013228
839,2016,SPS-District K-12,K-12 School,7,MAGNOLIA / QUEEN ANNE,2001,1.0,1.0,35805,0,35805,K-12 School,35805.0,No Use,0.0,No Use,0.0,100.0,431471.6875,Low Outlier,47.63203,-122.35337,11.54,0.32,18.71890971320277
847,2016,NonResidential,Worship Facility,6,NORTHWEST,1928,1.0,2.0,45991,0,45991,Worship Facility,45991.0,No Use,0.0,No Use,0.0,77.0,1297917.25,Normal,47.66476,-122.35248,36.43,0.79,20.30776808668759
858,2016,NonResidential,Residence Hall,4,NORTHEAST,1921,1.0,3.0,21499,0,21499,Residence Hall/Dormitory,21499.0,No Use,0.0,No Use,0.0,85.0,605130.6875,Normal,47.66282,-122.305,4.22,0.2,19.206889607286254
859,2016,NonResidential,Small- and Mid-Sized Office,4,NORTHEAST,1989,1.0,2.0,20384,0,20384,Office,25021.0,No Use,0.0,No Use,0.0,16.0,1781798.375,Normal,47.66461,-122.30142,13.91,0.68,20.764903472409024
861,2016,NonResidential,Retail Store,4,NORTHEAST,1956,1.0,2.0,39265,0,39265,Retail Store,31905.0,Office,4388.0,Other,2679.0,,5322918.5,Normal,47.66246,-122.29898,47.12,1.2,22.34378631747204
862,2016,NonResidential,Retail Store,4,NORTHEAST,1956,1.0,2.0,54284,0,54284,Retail Store,52784.0,Other,1900.0,No Use,0.0,18.0,6890861.0,Normal,47.66246,-122.29898,63.61,1.17,22.716253034886375
863,2016,NonResidential,Retail Store,4,NORTHEAST,1956,1.0,1.0,23409,0,23409,Retail Store,21909.0,Other,1500.0,No Use,0.0,67.0,2621259.25,Normal,47.66246,-122.29898,28.41,1.21,21.32182916707485
864,2016,NonResidential,Retail Store,4,NORTHEAST,1997,1.0,1.0,63153,0,63153,Retail Store,59396.0,Non-Refrigerated Warehouse,2757.0,Other,1000.0,,4670313.0,Normal,47.66246,-122.29898,47.66,0.75,22.155088119476236
867,2016,NonResidential,Hotel,4,NORTHEAST,1961,2.0,2.0,24100,0,24100,Hotel,30910.0,No Use,0.0,No Use,0.0,91.0,1640279.375,Normal,47.66355,-122.30123,46.57,1.93,20.645511006758795
868,2016,NonResidential,Restaurant,7,DOWNTOWN,1923,1.0,3.0,33600,0,33600,Restaurant,19200.0,Office,14400.0,No Use,0.0,,4712960.5,Normal,47.61521,-122.33747,101.99,3.04,22.16820246540565
873,2016,NonResidential,Other,7,DOWNTOWN,1927,1.0,4.0,32356,0,32356,Financial Office,25876.0,Bank Branch,6480.0,No Use,0.0,81.0,2013033.75,Normal,47.61362,-122.33959,74.92,2.32,20.94094064631266
874,2016,NonResidential,Hotel,7,DOWNTOWN,1960,1.0,7.0,61180,12960,48220,Hotel,61180.0,No Use,0.0,No Use,0.0,24.0,4077797.0,Normal,47.61798,-122.33974,126.3,2.06,21.95935888032944
875,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1978,1.0,5.0,43506,11250,32256,Office,32569.0,Parking,0.0,No Use,0.0,51.0,3603400.0,Normal,47.61524,-122.33519,99.15,2.28,21.780927778546612
882,2016,NonResidential,Worship Facility,6,NORTHWEST,1910,1.0,2.0,23931,0,23931,Worship Facility,23931.0,No Use,0.0,No Use,0.0,88.0,0.0,Normal,47.67572,-122.3285,18.66,0.78,0.0
883,2016,NonResidential,Worship Facility,6,NORTHWEST,1948,1.0,2.0,21393,0,21393,Worship Facility,21393.0,No Use,0.0,No Use,0.0,57.0,981916.5,Normal,47.67491,-122.33316,32.64,1.53,19.905242289872078
890,2016,NonResidential,Residence Hall,4,NORTHEAST,1930,1.0,3.0,20960,0,20960,Residence Hall/Dormitory,20960.0,No Use,0.0,No Use,0.0,,1667310.5,Normal,47.66159,-122.30441,64.51,3.08,20.669092234249874
894,2016,NonResidential,University,7,DOWNTOWN,1910,1.0,3.0,28800,0,28800,College/University,28800.0,No Use,0.0,No Use,0.0,,773795.625,Normal,47.61679,-122.33619,8.45,0.29,19.561594910756863
895,2016,NonResidential,K-12 School,7,DOWNTOWN,1957,1.0,2.0,21600,0,21600,K-12 School,21600.0,No Use,0.0,No Use,0.0,72.0,1415640.0,Normal,47.61718,-122.33654,38.87,1.8,20.433024020348093
896,2016,NonResidential,K-12 School,7,DOWNTOWN,1995,1.0,3.0,22860,0,22860,K-12 School,22860.0,No Use,0.0,No Use,0.0,43.0,990507.3125,Normal,47.61687,-122.33533,6.49,0.28,19.917809556923817
900,2016,NonResidential,Worship Facility,4,NORTHEAST,1972,1.0,1.0,26366,0,26366,Worship Facility,26386.0,Parking,0.0,No Use,0.0,88.0,996850.0,Normal,47.66516,-122.2738,32.22,1.22,19.92701835456127
904,2016,NonResidential,Worship Facility,2,SOUTHEAST,1965,1.0,2.0,21732,0,21732,Worship Facility,21732.0,No Use,0.0,No Use,0.0,2.0,942745.6875,Normal,47.54362,-122.2667,23.59,1.09,19.846510650659525
911,2016,NonResidential,Mixed Use Property,6,BALLARD,1945,1.0,1.0,21060,0,21060,Non-Refrigerated Warehouse,10495.0,Retail Store,10240.0,Office,1890.0,,380806.5938,Normal,47.66835,-122.38886,6.69,0.32,18.538702722589935
921,2016,NonResidential,Retail Store,4,NORTHEAST,1900,1.0,3.0,32960,0,32960,Retail Store,32960.0,No Use,0.0,No Use,0.0,71.0,813641.0,Normal,47.66033,-122.31348,5.67,0.17,19.634034627117707
922,2016,NonResidential,Other,4,NORTHEAST,1921,1.0,3.0,29636,0,29636,Other - Entertainment/Public Assembly,25096.0,Multifamily Housing,4540.0,No Use,0.0,,688641.8125,Normal,47.66097,-122.3139,4.8,0.16,19.393396349595932
923,2016,NonResidential,Hotel,4,NORTHEAST,1930,1.0,3.0,20571,0,20571,Hotel,20571.0,No Use,0.0,No Use,0.0,72.0,759756.5,Normal,47.66023,-122.31581,4.99,0.24,19.535179485921006
932,2016,NonResidential,Worship Facility,4,NORTHEAST,1926,1.0,2.0,47992,0,47992,Worship Facility,37800.0,Other,10206.0,No Use,0.0,17.0,3518393.25,Normal,47.65926,-122.31241,118.37,2.47,21.746485720880926
934,2016,NonResidential,Residence Hall,4,NORTHEAST,1993,1.0,3.0,28572,0,28572,Residence Hall/Dormitory,22000.0,Parking,7000.0,No Use,0.0,16.0,2759011.75,Normal,47.65711,-122.31409,89.57,3.13,21.39572069303938
952,2016,NonResidential,Residence Hall,3,EAST,1982,1.0,15.0,115775,31535,84240,Residence Hall/Dormitory,150000.0,Office,25000.0,No Use,0.0,94.0,3042217.25,Normal,47.60817,-122.32654,20.09,0.17,21.53669222564037
953,2016,NonResidential,Worship Facility,4,NORTHEAST,2000,1.0,2.0,31386,0,31386,Worship Facility,30000.0,No Use,0.0,No Use,0.0,52.0,0.0,Normal,47.68752,-122.29852,27.14,0.86,0.0
954,2016,Campus,K-12 School,4,NORTHEAST,1989,5.0,3.0,21500,0,21500,K-12 School,96154.0,No Use,0.0,No Use,0.0,44.0,7109712.5,Normal,47.687,-122.30013,202.65,9.43,22.761359994083474
963,2016,NonResidential,Small- and Mid-Sized Office,4,LAKE UNION,2012,1.0,2.0,84116,26497,57619,Office,55000.0,No Use,0.0,No Use,0.0,68.0,2641681.75,Normal,47.64834,-122.33188,20.08,0.24,21.333025787429047
964,2016,NonResidential,Hotel,7,DOWNTOWN,1925,1.0,9.0,104000,0,104000,Hotel,96000.0,Restaurant,8000.0,No Use,0.0,8.0,9037184.0,Normal,47.61345,-122.34068,355.8,3.42,23.107442025705172
965,2016,SPS-District K-12,K-12 School,2,GREATER DUWAMISH,1971,1.0,1.0,55206,0,55206,K-12 School,55206.0,No Use,0.0,No Use,0.0,75.0,2644410.5,Normal,47.57405,-122.30301,61.84,1.12,21.334515263119915
966,2016,NonResidential,Senior Care Community,2,SOUTHEAST,1981,1.0,3.0,78374,0,78374,Senior Care Community,58665.0,Parking,0.0,No Use,0.0,98.0,3397766.5,Normal,47.57188,-122.29531,23.15,0.3,21.696155705521143
968,2016,NonResidential,Mixed Use Property,6,BALLARD,2007,1.0,2.0,38784,0,38784,Non-Refrigerated Warehouse,16826.0,Office,16826.0,No Use,0.0,,1894318.875,Normal,47.65742,-122.36736,26.11,0.67,20.85324853429682
972,2016,NonResidential,Other,2,GREATER DUWAMISH,1969,1.0,2.0,41790,0,41790,Social/Meeting Hall,21790.0,Office,20000.0,No Use,0.0,,2283131.0,Normal,47.57383,-122.33046,33.37,0.8,21.122582841168978
973,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1900,1.0,5.0,39960,0,39960,Office,37120.0,Other,2840.0,No Use,0.0,77.0,2388675.5,Normal,47.60542,-122.3364,49.98,1.25,21.187780051227318
975,2016,NonResidential,Hotel,7,DOWNTOWN,1926,1.0,11.0,36240,0,36240,Hotel,36240.0,No Use,0.0,No Use,0.0,98.0,2390584.0,Normal,47.60721,-122.33451,120.91,3.34,21.188932272603733
976,2016,NonResidential,Other,7,DOWNTOWN,1922,1.0,3.0,39320,6960,32360,Social/Meeting Hall,39320.0,No Use,0.0,No Use,0.0,,3269279.75,Normal,47.60781,-122.33186,145.48,3.7,21.640541843413427
978,2016,NonResidential,Other,7,DOWNTOWN,1908,1.0,5.0,41536,0,41536,Performing Arts,41536.0,No Use,0.0,No Use,0.0,,2735166.0,Normal,47.60547,-122.33118,19.07,0.46,21.38319749108661
980,2016,NonResidential,Hotel,7,DOWNTOWN,1909,1.0,6.0,35820,0,35820,Hotel,35820.0,No Use,0.0,No Use,0.0,94.0,3547995.75,Normal,47.60223,-122.32889,130.58,3.65,21.758573257440876
982,2016,NonResidential,K-12 School,1,SOUTHWEST,1922,1.0,2.0,33462,0,33462,K-12 School,57896.0,No Use,0.0,No Use,0.0,76.0,4719841.5,Normal,47.56542,-122.38502,185.23,5.54,22.170307287330758
983,2016,NonResidential,K-12 School,1,SOUTHWEST,1965,1.0,3.0,49744,0,49744,K-12 School,49744.0,No Use,0.0,No Use,0.0,98.0,2421669.75,Normal,47.56504,-122.38455,89.29,1.79,21.207571299083206
984,2016,NonResidential,Worship Facility,1,SOUTHWEST,1923,1.0,2.0,37816,0,37816,Worship Facility,19407.0,K-12 School,18701.0,No Use,0.0,60.0,1565229.75,Normal,47.56342,-122.38509,43.45,1.15,20.577943927658357
989,2016,NonResidential,Other,1,SOUTHWEST,1948,1.0,1.0,41521,13124,28397,Other - Recreation,26241.0,Parking,13124.0,Restaurant,2574.0,,3563789.75,Normal,47.56263,-122.38196,100.21,2.41,21.76498120001123
990,2016,NonResidential,Supermarket / Grocery Store,1,SOUTHWEST,1946,1.0,2.0,25762,0,25762,Supermarket/Grocery Store,25762.0,No Use,0.0,No Use,0.0,100.0,1906384.875,Normal,47.56197,-122.38109,13.29,0.52,20.862408736632776
992,2016,NonResidential,Other,1,SOUTHWEST,1984,1.0,1.0,33334,0,33334,Fitness Center/Health Club/Gym,50000.0,Swimming Pool,0.0,No Use,0.0,,6405464.5,Normal,47.56245,-122.37805,210.3,6.31,22.610871987687897
