Index,DataYear,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUseWN(kBtu),Outlier,Latitude,Longitude,TotalGHGEmissions,GHGEmissionsIntensity,Log2-SiteEnergyUseWN(kBtu)
471,2016,NonResidential,Large Office,2,DOWNTOWN,1904,1.0,7.0,184322,0,184322,Office,183916.0,Data Center,406.0,No Use,0.0,81.0,9722890.0,Normal,47.59806,-122.33475,67.78,0.37,23.212953917231896
472,2016,NonResidential,Large Office,2,DOWNTOWN,2009,1.0,7.0,287853,0,287853,Office,273812.0,Retail Store,12102.0,No Use,0.0,43.0,25567108.0,Normal,47.59767,-122.33467,182.14,0.63,24.60778570131974
473,2016,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,1914,1.0,2.0,64512,0,64512,Office,63000.0,No Use,0.0,No Use,0.0,53.0,6114759.5,Normal,47.59202,-122.33486,180.76,2.8,22.54386456239754
475,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,1926,1.0,7.0,144050,0,144050,Non-Refrigerated Warehouse,144050.0,No Use,0.0,No Use,0.0,26.0,4347677.0,Normal,47.58365,-122.33467,98.43,0.68,22.051813664011952
476,2016,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,1930,1.0,3.0,60592,0,60592,Office,60384.0,No Use,0.0,No Use,0.0,16.0,5107519.5,Normal,47.58252,-122.33465,47.25,0.78,22.28419165882384
478,2016,NonResidential,Retail Store,2,GREATER DUWAMISH,1993,1.0,1.0,107930,0,107930,Retail Store,107704.0,No Use,0.0,No Use,0.0,57.0,7589347.5,Normal,47.57842,-122.33558,100.42,0.93,22.855544613573475
479,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,1926,1.0,1.0,99084,0,99084,Non-Refrigerated Warehouse,99084.0,No Use,0.0,No Use,0.0,83.0,1838287.25,Normal,47.57096,-122.3355,49.25,0.5,20.809931573296023
480,2016,NonResidential,Distribution Center,1,DELRIDGE,1953,1.0,1.0,72719,0,72719,Distribution Center,72719.0,No Use,0.0,No Use,0.0,28.0,2774363.5,Normal,47.56676,-122.35247,42.74,0.59,21.403725912788364
481,2016,NonResidential,Small- and Mid-Sized Office,3,EAST,1930,1.0,4.0,76624,0,76624,Office,76624.0,No Use,0.0,No Use,0.0,91.0,3166841.75,Normal,47.59534849,-122.327269,33.41,0.44,21.594613801253725
484,2016,NonResidential,Large Office,1,DELRIDGE,1991,1.0,5.0,138106,16221,121885,Office,119083.0,Parking,16221.0,No Use,0.0,41.0,8381834.5,Normal,47.56787,-122.36419,58.43,0.42,22.99883477706531
485,2016,NonResidential,Retail Store,2,GREATER DUWAMISH,1973,1.0,1.0,56572,0,56572,Retail Store,56576.0,No Use,0.0,No Use,0.0,66.0,2540840.5,Normal,47.56664,-122.32346,67.29,1.19,21.27687495089566
487,2016,NonResidential,Medical Office,3,EAST,2004,1.0,1.0,225982,0,225982,Medical Office,200184.0,No Use,0.0,No Use,0.0,53.0,20764814.0,Normal,47.60979,-122.32298,692.12,3.06,24.307637682626233
489,2016,NonResidential,Large Office,2,DOWNTOWN,2000,1.0,11.0,312512,0,312512,Office,303312.0,Data Center,4738.0,Restaurant,4462.0,,25747022.0,Normal,47.59794,-122.32767,185.39,0.59,24.617902294510255
491,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1926,1.0,6.0,97720,0,97720,Office,51881.0,Data Center,11999.0,Retail Store,9713.0,,2478025.25,Normal,47.61077,-122.3361,17.28,0.18,21.240760039508192
492,2016,NonResidential,Medical Office,3,EAST,1985,1.0,10.0,422503,206580,215923,Medical Office,197408.0,No Use,0.0,No Use,0.0,46.0,17254810.0,Normal,47.61002,-122.32222,190.1,0.45,24.04049533555923
493,2016,NonResidential,Medical Office,3,CENTRAL,1987,1.0,7.0,94500,0,94500,Medical Office,113739.0,No Use,0.0,No Use,0.0,68.0,5739540.0,Normal,47.60649,-122.31121,40.38,0.43,22.452503936277136
494,2016,NonResidential,Retail Store,1,DELRIDGE,2005,1.0,1.0,94713,0,94713,Retail Store,109758.0,No Use,0.0,No Use,0.0,79.0,5820712.5,Normal,47.53655,-122.36377,94.74,1.0,22.47276457809686
495,2016,NonResidential,Medical Office,7,EAST,2008,1.0,9.0,302902,101342,201560,Medical Office,201365.0,Parking,86270.0,No Use,0.0,58.0,14802479.0,Normal,47.60707,-122.3288,130.32,0.43,23.81933556871213
496,2016,NonResidential,Medical Office,3,EAST,1973,1.0,19.0,319911,156407,163504,Medical Office,170727.0,Parking,69171.0,No Use,0.0,50.0,15490998.0,Normal,47.60883,-122.32494,357.39,1.12,23.884926849389526
497,2016,NonResidential,Large Office,7,DOWNTOWN,1900,1.0,6.0,205521,0,205521,Office,114919.0,Retail Store,28643.0,No Use,0.0,94.0,8455976.0,Normal,47.60353,-122.33558,282.46,1.37,23.01154002196352
498,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1900,1.0,6.0,56700,0,56700,Office,46000.0,Retail Store,10500.0,No Use,0.0,55.0,3065954.5,Normal,47.60197,-122.33437,21.37,0.38,21.54790532685732
499,2016,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,1925,1.0,4.0,72000,0,72000,Office,72000.0,No Use,0.0,No Use,0.0,89.0,2739121.5,Normal,47.59554,-122.32471,23.48,0.33,21.38528235752539
500,2016,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,2000,1.0,4.0,191146,94892,96254,Office,103000.0,Parking,80000.0,No Use,0.0,93.0,5101504.5,Normal,47.63347,-122.34078,35.56,0.19,22.282491631480372
501,2016,NonResidential,Other,1,DELRIDGE,2001,1.0,3.0,68763,11527,57236,Other - Recreation,50000.0,Parking,11527.0,Swimming Pool,0.0,,9596839.0,Normal,47.56797,-122.36711,310.19,4.51,23.19412800986468
502,2016,NonResidential,Other,2,SOUTHEAST,1994,3.0,1.0,102133,0,102133,Strip Mall,107427.0,Parking,0.0,No Use,0.0,,21406232.0,Normal,47.56961,-122.28881,530.62,5.2,24.351527601440072
506,2016,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,1994,3.0,2.0,81336,0,81336,Lifestyle Center,81385.0,No Use,0.0,No Use,0.0,,13360349.0,Normal,47.62476,-122.35521,270.17,3.32,23.671454466682952
507,2016,NonResidential,Large Office,7,DOWNTOWN,2001,1.0,23.0,538933,0,538933,Office,366554.0,Parking,122821.0,No Use,0.0,90.0,16339807.0,Normal,47.6115,-122.33278,111.69,0.21,23.961887695487345
509,2016,NonResidential,Other,7,DOWNTOWN,1983,1.0,6.0,275982,197130,78852,Parking,197040.0,Office,78852.0,No Use,0.0,,5233553.5,Normal,47.61234,-122.34897,36.49,0.13,22.31935969126546
510,2016,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1982,1.0,5.0,98668,0,98668,Office,98668.0,No Use,0.0,No Use,0.0,91.0,4395027.0,Normal,47.62497,-122.35965,30.61,0.31,22.06744092589478
512,2016,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,1978,1.0,1.0,105100,0,105100,Office,105100.0,No Use,0.0,No Use,0.0,1.0,22571400.0,Normal,47.65692,-122.37059,357.86,3.4,24.42799263316321
514,2016,NonResidential,Retail Store,7,MAGNOLIA / QUEEN ANNE,1978,1.0,1.0,50660,0,50660,Retail Store,50660.0,No Use,0.0,No Use,0.0,51.0,2956254.5,Normal,47.63284,-122.37712,60.7,1.2,21.495339531857507
515,2016,NonResidential,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1937,1.0,2.0,61929,0,61929,Office,39879.0,No Use,0.0,No Use,0.0,59.0,2421613.25,Normal,47.63156,-122.37551,55.73,0.9,21.207537639172706
518,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1925,1.0,3.0,20565,0,20565,Office,20565.0,No Use,0.0,No Use,0.0,65.0,830100.0,Normal,47.61588,-122.34965,5.59,0.27,19.66292735708219
519,2016,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,2000,1.0,5.0,159937,55971,103966,Office,106449.0,Parking,50258.0,No Use,0.0,63.0,7857972.5,Normal,47.62175,-122.36313,54.78,0.34,22.90572587182642
521,2016,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,1986,1.0,5.0,208210,78848,129362,Office,109978.0,Parking,78848.0,No Use,0.0,95.0,5799664.5,Normal,47.61891,-122.35958,116.74,0.56,22.467538263459637
524,2016,NonResidential,Large Office,7,DOWNTOWN,2000,1.0,5.0,251044,117867,133177,Office,126218.0,Data Center,12717.0,No Use,0.0,99.0,17186624.0,Normal,47.61287,-122.35022,119.81,0.48,24.0347829295736
525,2016,NonResidential,Warehouse,7,DOWNTOWN,1912,1.0,5.0,154330,0,154330,Non-Refrigerated Warehouse,95330.0,No Use,0.0,No Use,0.0,81.0,1411471.75,Normal,47.60703,-122.34038,8.8,0.06,20.428769845600723
526,2016,NonResidential,Large Office,7,DOWNTOWN,1918,1.0,6.0,108245,14690,93555,Office,64055.0,Adult Education,14621.0,Parking,12359.0,,4682152.5,Normal,47.60604,-122.33948,50.17,0.46,22.158740801949808
528,2016,NonResidential,Large Office,7,DOWNTOWN,1910,1.0,6.0,112560,0,112560,Office,80400.0,Retail Store,16080.0,No Use,0.0,86.0,5268183.0,Normal,47.60247,-122.33621,97.82,0.87,22.3288743042982
529,2016,NonResidential,Retail Store,7,DOWNTOWN,1910,1.0,6.0,86204,0,86204,Other,67670.0,Retail Store,13534.0,No Use,0.0,89.0,3350477.0,Normal,47.60223,-122.33602,69.02,0.8,21.675935503412585
531,2016,NonResidential,Large Office,2,GREATER DUWAMISH,1951,1.0,2.0,112896,0,112896,Office,110746.0,Parking,57500.0,No Use,0.0,66.0,10622784.0,Normal,47.58716,-122.32214,157.48,1.39,23.340658714623945
532,2016,NonResidential,Distribution Center,2,GREATER DUWAMISH,1960,1.0,1.0,110613,0,110613,Distribution Center,99551.0,Office,11061.0,No Use,0.0,95.0,1015060.188,Normal,47.58685,-122.32501,7.08,0.06,19.953135265171547
533,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,1951,1.0,4.0,149881,0,149881,Non-Refrigerated Warehouse,119593.0,Office,30288.0,No Use,0.0,97.0,2869350.25,Normal,47.58553,-122.32511,95.86,0.64,21.452293154933468
534,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,1951,1.0,3.0,98220,0,98220,Non-Refrigerated Warehouse,129420.0,No Use,0.0,No Use,0.0,12.0,6562048.5,Normal,47.58042,-122.32552,75.29,0.77,22.645715046011226
536,2016,NonResidential,Distribution Center,2,GREATER DUWAMISH,1961,1.0,1.0,73335,0,73335,Distribution Center,73335.0,Parking,0.0,No Use,0.0,,5459973.5,Normal,47.57055,-122.3267,155.74,2.12,22.38046278259211
537,2016,NonResidential,Distribution Center,2,GREATER DUWAMISH,1928,1.0,2.0,56876,0,56876,Distribution Center,48400.0,Office,4276.0,Retail Store,4200.0,,2015776.625,Normal,47.5794,-122.32848,48.5,0.85,20.942905062822213
538,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,1931,1.0,2.0,61200,0,61200,Non-Refrigerated Warehouse,61200.0,No Use,0.0,No Use,0.0,16.0,5285776.5,Normal,47.58241,-122.32866,178.62,2.92,22.3336842666452
539,2016,NonResidential,Distribution Center,2,GREATER DUWAMISH,1987,1.0,1.0,111908,0,111908,Distribution Center,109090.0,No Use,0.0,No Use,0.0,87.0,1667059.125,Normal,47.58772,-122.32686,34.14,0.31,20.668874707526772
540,2016,NonResidential,Other,2,GREATER DUWAMISH,1986,3.0,2.0,63644,0,63644,Other - Public Services,65700.0,Parking,0.0,No Use,0.0,,7448018.0,Normal,47.5908,-122.32828,168.5,2.65,22.82842532256068
541,2016,NonResidential,Mixed Use Property,2,GREATER DUWAMISH,1930,3.0,2.0,108753,18860,89893,Non-Refrigerated Warehouse,58605.0,Multifamily Housing,24338.0,Retail Store,18864.0,,3714717.25,Normal,47.59439,-122.32839,25.37,0.23,21.824821360238115
543,2016,NonResidential,Small- and Mid-Sized Office,6,BALLARD,2001,1.0,4.0,92092,21055,71037,Office,70074.0,No Use,0.0,No Use,0.0,5.0,4817062.0,Normal,47.6633,-122.37549,33.58,0.36,22.199722361671988
544,2016,NonResidential,Warehouse,7,MAGNOLIA / QUEEN ANNE,1974,1.0,3.0,56259,0,56259,Non-Refrigerated Warehouse,31582.0,Retail Store,20962.0,Office,3715.0,,2685146.5,Normal,47.6592,-122.38437,86.9,1.54,21.35656990955488
545,2016,NonResidential,Other,4,NORTHEAST,2006,1.0,6.0,143439,0,143439,Other,119570.0,Parking,23869.0,No Use,0.0,,25736450.0,Normal,47.65529,-122.32133,710.7,4.95,24.617309787012154
547,2016,NonResidential,Small- and Mid-Sized Office,6,LAKE UNION,2000,1.0,2.0,77174,25800,51374,Office,77174.0,No Use,0.0,No Use,0.0,33.0,5481549.0,Normal,47.64932,-122.35187,38.21,0.5,22.38615246636496
549,2016,NonResidential,Mixed Use Property,3,LAKE UNION,2008,1.0,5.0,287224,103650,183574,Parking,97500.0,Office,88051.0,Other,54106.0,,21299472.0,Normal,47.6289,-122.32877,314.43,1.09,24.34431439937193
551,2016,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,2000,1.0,7.0,241875,84689,157186,Office,163082.0,Parking,83425.0,No Use,0.0,88.0,8732968.0,Normal,47.62225,-122.35915,68.06,0.28,23.058040788284703
552,2016,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,1974,1.0,5.0,102930,18720,84210,Office,89075.0,Parking,15164.0,No Use,0.0,85.0,5034942.5,Normal,47.61949,-122.35639,65.03,0.63,22.26354415833535
553,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1902,1.0,3.0,76893,0,76893,Office,90345.0,Parking,33380.0,Retail Store,15845.0,,12289373.0,Normal,47.61472,-122.35566,260.13,3.38,23.55090809333976
554,2016,NonResidential,Large Office,7,DOWNTOWN,1975,1.0,8.0,150000,23630,126370,Office,126648.0,Parking,23913.0,No Use,0.0,65.0,9836703.0,Normal,47.61732,-122.34791,119.93,0.8,23.229743559744474
555,2016,NonResidential,Large Office,7,DOWNTOWN,1953,1.0,7.0,274362,0,274362,Office,274362.0,No Use,0.0,No Use,0.0,82.0,16572684.0,Normal,47.61628,-122.33391,147.82,0.54,23.98230402189323
556,2016,NonResidential,Large Office,7,DOWNTOWN,1983,1.0,15.0,378002,116280,261722,Office,270237.0,Parking,71602.0,No Use,0.0,85.0,18235512.0,Normal,47.61599,-122.34165,246.83,0.65,24.120247450238487
562,2016,NonResidential,Retail Store,7,DOWNTOWN,1929,1.0,4.0,78920,0,78920,Retail Store,78920.0,No Use,0.0,No Use,0.0,80.0,8303666.5,Normal,47.61203,-122.33486,109.85,1.39,22.985317244991897
565,2016,NonResidential,Mixed Use Property,3,EAST,1908,1.0,4.0,55520,0,55520,Office,17120.0,Performing Arts,15300.0,Self-Storage Facility,13400.0,,3904791.25,Normal,47.61505,-122.32,150.88,2.72,21.896814362795723
566,2016,NonResidential,Large Office,7,DOWNTOWN,1908,1.0,10.0,132998,0,132998,Office,138257.0,Retail Store,0.0,No Use,0.0,97.0,4040138.75,Normal,47.61036,-122.34037,133.8,1.01,21.945973766545038
567,2016,NonResidential,Retail Store,7,DOWNTOWN,1940,1.0,3.0,83118,0,83118,Retail Store,45000.0,No Use,0.0,No Use,0.0,59.0,2533838.5,Normal,47.60956,-122.33715,27.82,0.33,21.27289371263183
568,2016,NonResidential,Retail Store,7,DOWNTOWN,1924,1.0,3.0,77555,0,77555,Retail Store,73563.0,No Use,0.0,No Use,0.0,39.0,7802205.5,Normal,47.60925,-122.33734,54.4,0.7,22.895450751816803
569,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1909,1.0,6.0,51218,0,51218,Office,44913.0,Restaurant,7044.0,No Use,0.0,57.0,2886141.5,Normal,47.60765,-122.34097,20.12,0.39,21.460711102336933
572,2016,NonResidential,Large Office,7,DOWNTOWN,1921,1.0,13.0,189175,0,189175,Office,151740.0,Other,12645.0,No Use,0.0,13.0,19036416.0,Normal,47.60741,-122.33565,132.71,0.7,24.18225862695574
573,2016,NonResidential,Large Office,7,DOWNTOWN,1998,1.0,13.0,293803,74481,219322,Office,145491.0,Parking,70603.0,No Use,0.0,25.0,17267470.0,Normal,47.60582,-122.33464,119.03,0.41,24.041553464916753
575,2016,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,1921,1.0,3.0,52298,0,52298,Office,50250.0,No Use,0.0,No Use,0.0,89.0,2038746.5,Normal,47.60366,-122.33328,13.72,0.26,20.959251677167618
577,2016,NonResidential,Large Office,3,DOWNTOWN,1981,1.0,42.0,1249055,201121,1047934,Office,983697.0,Parking,296815.0,Medical Office,12941.0,95.0,39518364.0,Normal,47.60573,-122.33028,264.78,0.21,25.23601992350288
579,2016,NonResidential,Medical Office,3,EAST,1988,1.0,5.0,188339,99314,89025,Medical Office,81873.0,Parking,67000.0,No Use,0.0,15.0,8588643.0,Normal,47.60663,-122.32157,89.41,0.47,23.033998941793847
580,2016,NonResidential,University,3,CENTRAL,1916,1.0,2.0,60122,0,60122,College/University,60122.0,Parking,0.0,No Use,0.0,,745830.3125,Normal,47.6094,-122.31506,9.31,0.15,19.508489841996433
581,2016,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,1910,1.0,6.0,95000,13700,81300,Office,84481.0,Parking,8474.0,No Use,0.0,83.0,4269199.5,Normal,47.5981,-122.33369,31.43,0.33,22.025534488659115
582,2016,NonResidential,Large Office,7,DOWNTOWN,1971,1.0,9.0,224857,0,224857,Office,204993.0,No Use,0.0,No Use,0.0,79.0,16162013.0,Normal,47.6029,-122.32927,390.67,1.74,23.946103652323988
583,2016,NonResidential,Large Office,2,DOWNTOWN,1998,1.0,8.0,446261,124788,321473,Office,343400.0,Parking,114237.0,No Use,0.0,96.0,13568148.0,Normal,47.59878,-122.33088,94.59,0.21,23.69372058241373
584,2016,NonResidential,Other,2,GREATER DUWAMISH,1939,1.0,2.0,58492,0,58492,Other,58500.0,No Use,0.0,No Use,0.0,,1849863.625,Normal,47.59273,-122.33455,51.56,0.88,20.81898826601858
585,2016,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,1907,1.0,6.0,62370,0,62370,Office,49473.0,Restaurant,10408.0,No Use,0.0,30.0,4353025.0,Normal,47.58958,-122.33369,30.35,0.49,22.053587206486295
586,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,1960,1.0,1.0,73296,0,73296,Non-Refrigerated Warehouse,77800.0,Parking,0.0,No Use,0.0,83.0,2709055.0,Normal,47.58454,-122.3269,73.58,1.0,21.369358785709156
587,2016,Nonresidential COS,Other,2,GREATER DUWAMISH,1944,1.0,4.0,99122,0,99122,Other,50036.0,Office,49086.0,No Use,0.0,,14522162.0,Normal,47.5829,-122.32417,179.45,1.81,23.791753015407952
588,2016,NonResidential,Other,2,GREATER DUWAMISH,1985,1.0,1.0,66133,0,66133,Other,60787.0,Office,13805.0,Non-Refrigerated Warehouse,2408.0,,6528948.0,Normal,47.58251,-122.32528,89.94,1.36,22.638419341413996
589,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,1952,1.0,2.0,115668,0,115668,Non-Refrigerated Warehouse,101752.0,Office,8068.0,Retail Store,4270.0,,3847929.5,Normal,47.57613,-122.33864,111.23,0.96,21.87565131120478
590,2016,NonResidential,Other,2,GREATER DUWAMISH,1970,1.0,1.0,141686,0,141686,Other,152511.0,No Use,0.0,No Use,0.0,,6837936.0,Normal,47.56301,-122.32564,46.52,0.33,22.7051297001671
591,2016,NonResidential,Small- and Mid-Sized Office,2,GREATER DUWAMISH,1950,1.0,1.0,93610,0,93610,Office,101278.0,Data Center,502.0,No Use,0.0,95.0,6612733.0,Normal,47.55695,-122.33176,152.28,1.63,22.65681543905238
592,2016,NonResidential,Large Office,2,GREATER DUWAMISH,1973,1.0,2.0,156188,0,156188,Office,141917.0,Parking,0.0,No Use,0.0,67.0,7181600.0,Normal,47.55238,-122.32762,60.92,0.39,22.77587407037579
593,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,1966,1.0,1.0,115620,0,115620,Non-Refrigerated Warehouse,56900.0,No Use,0.0,No Use,0.0,11.0,1951856.25,Normal,47.54923,-122.32446,13.61,0.12,20.89641611390129
596,2016,NonResidential,Warehouse,1,GREATER DUWAMISH,1969,1.0,1.0,55450,0,55450,Non-Refrigerated Warehouse,34206.0,Office,21244.0,No Use,0.0,31.0,4843056.0,Normal,47.53628,-122.3329,131.64,2.37,22.207486552055865
597,2016,NonResidential,Distribution Center,1,GREATER DUWAMISH,1979,1.0,1.0,54880,0,54880,Distribution Center,55000.0,No Use,0.0,No Use,0.0,32.0,3013861.5,Normal,47.52549,-122.33064,89.53,1.63,21.523182168378977
598,2016,NonResidential,Retail Store,1,DELRIDGE,1992,1.0,1.0,102500,0,102500,Retail Store,99471.0,Parking,0.0,No Use,0.0,81.0,7728856.5,Normal,47.52222,-122.36892,158.55,1.55,22.881823736268
599,2016,NonResidential,Other,4,NORTHEAST,2002,1.0,6.0,361398,272900,88498,Parking,232685.0,Retail Store,63419.0,Non-Refrigerated Warehouse,15757.0,,9158207.0,Normal,47.66478,-122.29804,119.92,0.33,23.1266339010053
600,2016,NonResidential,Supermarket / Grocery Store,2,GREATER DUWAMISH,1963,1.0,1.0,50785,0,50785,Supermarket/Grocery Store,27382.0,No Use,0.0,No Use,0.0,57.0,7593035.0,Normal,47.57903,-122.29982,195.43,3.85,22.856245417596437
602,2016,NonResidential,Other,5,NORTH,2000,1.0,5.0,303255,19820,283435,Parking,321828.0,Retail Store,298043.0,Other,5636.0,,11077140.0,Normal,47.70911,-122.32529,99.14,0.33,23.401082235367387
604,2016,NonResidential,Mixed Use Property,7,DOWNTOWN,1902,1.0,4.0,73320,0,73320,Non-Refrigerated Warehouse,27283.0,Office,23277.0,Retail Store,6540.0,,1315191.375,Normal,47.59937,-122.33116,29.16,0.4,20.326842409267254
605,2016,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,2008,1.0,4.0,242686,100176,142510,Office,149081.0,Parking,76364.0,No Use,0.0,77.0,9683979.0,Normal,47.6252,-122.36737,67.51,0.28,23.207168669114285
606,2016,NonResidential,Small- and Mid-Sized Office,2,DOWNTOWN,1900,1.0,6.0,95760,15840,79920,Office,95760.0,No Use,0.0,No Use,0.0,83.0,5587502.5,Normal,47.5992,-122.33223,74.45,0.78,22.413772399321438
607,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,1946,1.0,1.0,179413,0,179413,Non-Refrigerated Warehouse,178087.0,No Use,0.0,No Use,0.0,57.0,3459543.0,Normal,47.56733,-122.3352,24.12,0.13,21.72215045912451
608,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,1917,1.0,1.0,65288,0,65288,Non-Refrigerated Warehouse,60000.0,Other - Services,5000.0,Retail Store,5000.0,,605971.1875,Normal,47.57513,-122.33739,4.22,0.06,19.208892053817177
610,2016,NonResidential,Large Office,7,MAGNOLIA / QUEEN ANNE,1994,1.0,10.0,381511,0,381511,Office,220033.0,Parking,168978.0,No Use,0.0,87.0,11518169.0,Normal,47.63264,-122.34171,106.12,0.28,23.45740818466841
611,2016,NonResidential,Large Office,3,DOWNTOWN,2009,1.0,17.0,413264,138098,275166,Office,295494.0,Parking,94781.0,No Use,0.0,91.0,13631141.0,Normal,47.60214,-122.32726,95.03,0.23,23.700403098601146
613,2016,NonResidential,Retail Store,4,NORTHEAST,1956,1.0,2.0,93803,0,93803,Retail Store,85572.0,Restaurant,2950.0,Other,2500.0,,5561522.5,Normal,47.66246,-122.29898,110.41,1.18,22.40704871213255
614,2016,SPS-District K-12,K-12 School,3,CENTRAL,1988,1.0,1.0,52924,0,52924,K-12 School,52924.0,No Use,0.0,No Use,0.0,,0.0,Normal,47.6012,-122.31548,13.64,0.26,0.0
615,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,1966,1.0,2.0,123000,0,123000,Non-Refrigerated Warehouse,112484.0,Office,24433.0,No Use,0.0,47.0,3004271.0,Normal,47.51304,-122.28394,20.94,0.17,21.518584006439504
616,2016,NonResidential,Medical Office,3,EAST,2003,1.0,5.0,275130,112980,162150,Medical Office,177748.0,No Use,0.0,No Use,0.0,70.0,9941308.0,Normal,47.6056366,-122.3214798,69.3,0.25,23.245004397316144
617,2016,NonResidential,Warehouse,2,GREATER DUWAMISH,1978,1.0,1.0,60448,0,60448,Non-Refrigerated Warehouse,52702.0,Office,7746.0,No Use,0.0,90.0,1167543.25,Normal,47.51168,-122.28285,27.24,0.45,20.155045798527453
619,2016,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,1928,3.0,4.0,62600,0,62600,Other,215197.0,No Use,0.0,No Use,0.0,,12637976.0,Normal,47.61915,-122.35871,406.04,6.49,23.591262209558224
620,2016,NonResidential,Mixed Use Property,3,EAST,2004,1.0,4.0,77412,21612,55800,Other,26400.0,Office,19200.0,Parking,17000.0,,2740574.75,Normal,47.60453796,-122.3203278,20.85,0.27,21.38604758090875
621,2016,NonResidential,Medical Office,3,EAST,1990,1.0,5.0,289419,159157,130262,Medical Office,146150.0,Parking,139000.0,No Use,0.0,59.0,12814944.0,Normal,47.60796711,-122.3195445,133.5,0.46,23.61132395100353
622,2016,NonResidential,Other,5,NORTH,1987,1.0,5.0,90266,0,90266,Financial Office,87552.0,No Use,0.0,No Use,0.0,18.0,7947933.5,Normal,47.6993,-122.32378,54.18,0.6,22.92214855251637
623,2016,NonResidential,Warehouse,6,BALLARD,2004,1.0,4.0,87332,6458,80874,Non-Refrigerated Warehouse,87332.0,No Use,0.0,No Use,0.0,87.0,1185468.125,Normal,47.6582,-122.36434,14.49,0.17,20.17702665830231
624,2016,NonResidential,Hotel,3,EAST,2003,1.0,6.0,150545,50017,100528,Hotel,100528.0,Parking,50017.0,No Use,0.0,28.0,13961121.0,Normal,47.61210727,-122.3205972,453.76,3.01,23.734911554096474
625,2016,NonResidential,Other,7,MAGNOLIA / QUEEN ANNE,1999,1.0,5.0,141718,0,141718,Other - Entertainment/Public Assembly,134197.0,Restaurant,5803.0,No Use,0.0,,19009360.0,Normal,47.62147,-122.34817,341.23,2.41,24.18020670079424
627,2016,NonResidential,Warehouse,3,EAST,1988,1.0,4.0,132828,0,132828,Non-Refrigerated Warehouse,132828.0,No Use,0.0,No Use,0.0,83.0,1083729.625,Normal,47.61818,-122.31728,7.56,0.06,20.047574770414855
628,2016,NonResidential,Warehouse,1,DELRIDGE,1970,1.0,1.0,70400,0,70400,Non-Refrigerated Warehouse,58047.0,Office,12353.0,No Use,0.0,1.0,14128860.0,Normal,47.53935,-122.34402,284.01,4.03,23.752141831519314
629,2016,NonResidential,Retail Store,5,NORTHWEST,1995,1.0,1.0,101830,0,101830,Retail Store,130767.0,No Use,0.0,No Use,0.0,60.0,11474490.0,Normal,47.71417,-122.34256,295.12,2.9,23.451926822376738
630,2016,SPS-District K-12,K-12 School,3,CENTRAL,1988,1.0,3.0,55353,0,55353,K-12 School,55353.0,No Use,0.0,No Use,0.0,,0.0,Normal,47.6021,-122.29181,9.99,0.18,0.0
631,2016,NonResidential,University,3,CENTRAL,1974,2.0,4.0,114000,0,114000,College/University,114000.0,No Use,0.0,No Use,0.0,,7575080.0,Normal,47.5997,-122.30364,109.71,0.96,22.852829884665343
